id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19190944,Cantinho de Sonho - Casa Rural,134242335,Telmo,VALE DE CAMBRA,Arões,40.75754,-8.30997,Entire home/apt,70,4,49,2022-05-30,0.83,1,273,9,1435/AL
9285721,Good room Esmoriz beach [surf] - Porto,28251667,Joaquim,ESPINHO,Paramos,40.9561,-8.65306,Private room,25,2,57,2022-04-11,0.74,2,79,3,
16730174,Double bedroom in Surfers house,5361125,Rui,ESPINHO,Paramos,40.95383,-8.65465,Private room,70,3,19,2022-04-19,0.31,2,365,5,15291/AL
35005850,OLA Guesthouse - Double Room Single Beds,73704824,Alessandro,ESPINHO,Paramos,40.95192,-8.65403,Private room,70,2,0,,,3,258,0,96309/AL
44320487,Nice house near Aveiro and Porto (Sever do Vouga),7376380,Tristan,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76992,-8.40199,Entire home/apt,80,3,2,2022-05-08,1.09,1,253,2,55204
26956628,"Canto do Melro, Guest House",202833097,Filipe,SANTA MARIA DA FEIRA,Rio Meão,40.93625,-8.61615,Entire home/apt,41,7,59,2022-04-25,1.25,1,195,6,74235/AL
48901722,Appartement à Esmoriz ( 3 pièces / 72 m2),394430565,Nelson,SANTA MARIA DA FEIRA,Rio Meão,40.96204,-8.61035,Entire home/apt,52,2,20,2022-06-05,1.55,1,123,18,115356/AL
4938689,"""Steps from the Beach Guest House""",3154225,Paulo,ESPINHO,Paramos,40.96115,-8.6506,Entire home/apt,58,5,62,2022-05-16,0.73,3,193,6,48596/AL
38348888,Villa Esmoriz,173005080,Mário,ESPINHO,Paramos,40.95758,-8.6444,Entire home/apt,250,4,2,2020-08-16,0.09,1,160,0,2575/AL
15337442,The beach house,22575256,Inês,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38215,-8.7714,Entire home/apt,120,3,32,2022-04-14,0.52,1,289,4,
2005043,großes Ferienhaus mit Meerblick,10254479,Marcel,ESPINHO,Paramos,40.96102,-8.6252,Entire home/apt,50,6,2,2021-08-23,0.20,1,274,2,
44750316,Enjoy Esmoriz [E0] Beach & Surf Apartment,49655325,Elísio,ESPINHO,Paramos,40.95632,-8.65263,Entire home/apt,120,2,11,2022-06-06,1.10,5,292,11,107352/AL
31681394,Casa do Rio,219922536,Cesar,GONDOMAR,Melres e Medas,41.04823,-8.35676,Entire home/apt,100,2,35,2022-01-18,0.90,1,305,3,88896/AL
25081808,Canastro Country House,189597100,Filipe,AROUCA,Santa Eulália,40.97541,-8.29291,Entire home/apt,62,1,36,2022-05-15,0.75,1,115,10,70512/AL
50005004,Casa Montemuro,111612739,João,AROUCA,Alvarenga,40.95911,-8.09489,Entire home/apt,81,1,1,2022-04-25,0.64,5,348,1,115107/AL
35392775,Esmoriz Land Sea View Duplex Apartment,43326716,Trip2Portugal,ESPINHO,Paramos,40.95216,-8.65301,Entire home/apt,132,4,18,2022-05-22,0.51,1,251,9,95401/AL
14681644,The Beauty of Simplicity!,91277412,Casa São Félix,PÓVOA DE VARZIM,Balazar,41.41686,-8.61907,Entire home/apt,165,1,9,2022-05-22,0.26,1,171,6,
52166296,Dunas Beach Apartment | 3 min praia,170387437,Filipa,ESPINHO,Paramos,40.95508,-8.65408,Entire home/apt,90,2,0,,,1,212,0,123045/AL
558376679386455937,Azenha com piscina,444278765,Susana,TROFA,Bougado (São Martinho e Santiago),41.350506,-8.559434,Entire home/apt,80,1,6,2022-06-09,3.27,1,307,6,123231/AL
13485639,Classe Mar,56088361,Sofia,VILA DO CONDE,Vila do Conde,41.35471,-8.75527,Entire home/apt,70,2,45,2022-06-03,0.62,1,257,13,
8921443,"Sun, Sky and Sea, beachfront apartment with pool.",44770511,Manuel,ESPINHO,Paramos,40.95728,-8.65291,Entire home/apt,105,7,23,2022-05-16,0.31,2,198,3,62577/AL
22787016,Cramé  House,141705166,Ana,SANTA MARIA DA FEIRA,Rio Meão,40.94369,-8.62219,Entire home/apt,55,2,13,2022-05-31,0.28,1,88,1,60454/AL
19759230,"Big room Esmoriz beach[surf, forest & lake]- Porto",28251667,Joaquim,ESPINHO,Paramos,40.95619,-8.65299,Private room,27,2,63,2022-05-27,1.18,2,76,14,
1209640,* Maria´s House * Casa da Maria,6553240,Maria De Lurdes,VALE DE CAMBRA,Junqueira,40.76286,-8.3429,Private room,30,2,8,2022-04-20,0.08,1,364,2,
44743021,ICH Inveja Country House - Quarto do Granito,361990022,Paula,SANTO TIRSO,Carreira e Refojos de Riba de Ave,41.28949,-8.41317,Private room,45,2,5,2022-05-14,0.24,2,278,3,111800/AL
38453610,Palheiro Alto  |  Rural House,389370566,Rita,VALE DE CAMBRA,São Pedro de Castelões,40.77367,-8.38653,Entire home/apt,38,2,26,2022-04-03,0.82,1,292,17,100517/AL
50024997,Be Happy Lodge & Brunch - Quarto Familiar,402913437,Francisca,ESPINHO,Paramos,40.95329,-8.6556,Private room,65,1,2,2021-11-04,0.16,5,318,1,115794/AL
24603040,Beach Temptation,185919277,Paula,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15443,-8.68026,Entire home/apt,100,2,85,2022-06-06,1.71,2,282,27,97310/AL
43502080,Casa da Carlota,236605647,Ligia,SANTA MARIA DA FEIRA,São Miguel do Souto e Mosteirô,40.86723,-8.55098,Entire home/apt,141,4,2,2022-04-26,1.11,1,288,2,109568/AL
22004345,Conhecer a rota do Romântico,159877009,Helder,PAREDES,Lordelo,41.26542,-8.40206,Entire home/apt,37,2,44,2022-05-15,0.81,1,134,4,83881/AL
709059,Beach Front 1 Bedroom Guest House.,3154225,Paulo,ESPINHO,Paramos,40.96197,-8.65225,Entire home/apt,60,5,59,2021-08-20,0.54,3,195,2,48596/AL
43623778,BOUTIQUE Rentals- BLISS BY THE SEA Apt-Ocean views,185835,Joana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15178,-8.67818,Entire home/apt,176,2,27,2022-06-05,1.16,20,135,19,108642/AL
34120953,Beachliving Esmoriz - 50 m from the sea.,249868544,Valter,ESPINHO,Paramos,40.95516,-8.65445,Entire home/apt,171,2,16,2022-04-04,0.44,2,137,5,95825/AL
50024480,Behappy Lodge & Brunch  - Cama em Camarata,402913437,Francisca,ESPINHO,Paramos,40.95287,-8.65615,Shared room,22,1,27,2022-05-24,2.16,5,354,26,115794/AL
27273110,180-Degree Sea Views From a Stylish Apartment,205448684,José Diogo,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15351,-8.6805,Entire home/apt,120,1,42,2022-06-07,0.90,1,269,25,81874/AL
42331617,Bed in shared room in B&B OceanBreeze near Porto 3,269082250,Miguel,ESPINHO,Paramos,40.96351,-8.62361,Shared room,30,2,0,,,6,267,0,107172/AL
50882995,Casa com muita energia boa.......,411415008,Solange,SANTO TIRSO,Vila Nova do Campo,41.37285,-8.35251,Private room,33,1,4,2022-03-19,0.39,1,150,4,Exempt
27057500,Casa da Malta- Praia de Esmoriz,203585528,Anabela,ESPINHO,Paramos,40.96088,-8.6487,Entire home/apt,75,2,12,2022-04-17,0.25,1,117,1,77537/AL
16991374,"Sun, Pool and Beach, beachfront loft with pool.",44770511,Manuel,ESPINHO,Paramos,40.95835,-8.65114,Entire home/apt,70,7,20,2021-08-08,0.33,2,292,1,62577/AL
13815490,Lindíssima Vivenda em Ovar/Furadouro com Piscina,64652954,Tiago,SANTA MARIA DA FEIRA,São Miguel do Souto e Mosteirô,40.87598,-8.5977,Entire home/apt,170,4,49,2021-09-18,0.69,1,294,4,53778/AL
28636054,Glamping up to 4 people @ XVIII century Eco-farm,172824034,Quinta,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76133,-8.47504,Entire home/apt,75,1,4,2021-08-24,0.11,6,355,3,Exempt
21847006,Em Perfeita Harmonia com a Natureza,43859137,Alcina,SANTO TIRSO,Monte Córdova,41.29949,-8.393,Entire home/apt,60,2,19,2022-06-05,0.40,1,290,12,
18439392,Bungalow on a Manor with Pool and Garden,14961245,Antonio + Carola,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76845,-8.47576,Entire home/apt,52,2,54,2022-02-10,0.88,3,272,13,57228/AL
39253071,Quarto-Suite na Cidade de Vizela Rainha das Termas,300786368,José Frederico Rebelo De Sousa,SANTO TIRSO,Vilarinho,41.37993,-8.31319,Private room,41,1,10,2021-08-28,0.31,1,144,3,86111/2019
42582618,Bed in shared room in B&B OceanBreeze near Porto 2,269082250,Miguel,ESPINHO,Paramos,40.9618,-8.62412,Shared room,30,2,0,,,6,267,0,107172/AL
2929979,Holiday Mansion with Pool and large Garden - Apt 2,14961245,Antonio + Carola,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76874,-8.47422,Entire home/apt,65,2,41,2022-04-16,0.43,3,263,8,57228/AL
33302543,Villa /Near Porto /Pool /Privacy /Gym /Barbecue,148254874,Cristiano,SANTO TIRSO,"Areias, Sequeiró, Lama e Palmeira",41.37138,-8.50229,Entire home/apt,156,3,34,2022-06-05,0.93,2,251,11,Exempt
12081895,Luxury villa with pool near Oporto,64751231,Maria Manuela,PAREDES,Parada de Todeia,41.16209,-8.35669,Entire home/apt,280,2,16,2022-05-15,0.27,1,209,2,82675/AL
51699829,Quinta de Luxo T4,259609212,Soraia,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76592,-8.49178,Entire home/apt,110,365,20,2022-02-28,2.04,1,317,20,Exempt
26892434,Alojamento Paços de Ferreira,202291781,Vanessa,PAREDES,Vilela,41.27555,-8.3725,Entire home/apt,60,2,30,2022-04-21,0.64,1,323,8,Exempt
52751879,"Quinta do Pinheiro, Domus Fortis (1 Quarto)",422012302,Quinta Do Pinheiro,SANTO TIRSO,Aves,41.38003,-8.36639,Private room,85,1,1,2022-04-27,0.67,2,358,1,Exempt
22726860,"Lovely House 30 Km from Porto, with swimming pool",126016805,Andreza,PAREDES,Cete,41.16579,-8.34635,Entire home/apt,84,2,45,2022-05-18,0.88,1,277,12,61947/AL
28330987,Glamping up to 2 people @ XVIII century eco-farm,172824034,Quinta,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.76185,-8.47618,Entire home/apt,55,1,32,2022-05-25,0.70,6,358,13,Exempt
41956079,Refúgio dos Bambus - Casa de Campo,74022333,Eulália,PAREDES,Cete,41.15483,-8.34229,Entire home/apt,66,1,52,2022-05-27,2.35,1,198,33,Exempt
9730284,Bed in contact with Nature,50210171,José,SANTO TIRSO,Aves,41.39199,-8.37403,Private room,22,15,0,,,1,90,0,
7850460,"Casa Lagoa Verde. great for familys, Beach, WiFi",40862083,Carla,ESPINHO,Paramos,40.96354,-8.63752,Entire home/apt,50,2,54,2022-02-13,0.65,1,264,13,18803/AL
20167143,São Braz Terrace,143516293,Abel,SANTO TIRSO,"Areias, Sequeiró, Lama e Palmeira",41.3821,-8.46276,Entire home/apt,73,3,22,2021-08-14,0.37,1,111,1,52817/AL
43857150,Solar Egas Moniz 7 Suites,6855092,Iva,PAREDES,Cete,41.16769,-8.34361,Entire home/apt,840,2,0,,,7,262,0,4288
35979,"Over the beach apartment,  near Porto",154415,Manuela,VILA DO CONDE,Vila Chã,41.29009,-8.73373,Entire home/apt,89,5,85,2022-05-27,0.59,2,300,2,"Turismo de Portugal, I.P. number 12997/AL"
17008674,my secret beach...,114018833,Bruno,VILA DO CONDE,Vila Chã,41.29308,-8.73574,Entire home/apt,60,4,120,2022-05-08,1.90,5,125,13,48731/AL
43857544,Solar Egas Moniz 10 Suites,6855092,Iva,PAREDES,Cete,41.16804,-8.34344,Entire home/apt,1200,2,1,2022-04-25,0.64,7,262,1,4288
44532852,Solar Egas Moniz 4 Suites,6855092,Iva,PAREDES,Cete,41.16694,-8.34327,Entire home/apt,480,2,0,,,7,262,0,4288
43857440,Solar Egas Moniz 9 Suites,6855092,Iva,PAREDES,Cete,41.16662,-8.34358,Entire home/apt,1080,2,0,,,7,262,0,4288
43854445,Solar Egas Moniz 6 Suites,6855092,Iva,PAREDES,Cete,41.16788,-8.34248,Entire home/apt,720,2,0,,,7,262,0,4288
36980211,A casa da Quintinha da graca 1°andar,190423225,Graça,PAREDES,Vilela,41.27475,-8.37958,Entire home/apt,150,2,0,,,3,89,0,Exempt
52069111,CMB GUESTHOUSE APÚLIA- Quarto Duplo Superior,189679415,Carlos,PÓVOA DE VARZIM,Estela,41.48506,-8.78021,Private room,64,1,2,2022-05-05,0.31,5,306,2,70715/AL
53014523,Charment appartement à 800 mts de la mer.,119867903,Ligia,PÓVOA DE VARZIM,Estela,41.4826,-8.76835,Private room,50,1,0,,,2,253,0,80017
52070107,CMB GUESTHOUSE Apúlia - Suite Familiar com Varanda,189679415,Carlos,PÓVOA DE VARZIM,Estela,41.48511,-8.7783,Private room,89,1,0,,,5,298,0,70715/AL
52070908,CMB GUESTHOUSE- Apúlia- Quarto Duplo Vista Mar,189679415,Carlos,PÓVOA DE VARZIM,Estela,41.4856,-8.77952,Private room,79,1,1,2021-10-20,0.13,5,297,1,70715/AL
25149282,CMB Guesthouse Apúlia- Quarto Duplo Superior,189679415,Carlos,PÓVOA DE VARZIM,Estela,41.48605,-8.77927,Private room,64,1,10,2022-05-18,0.26,5,311,7,70715/AL
52071093,CMB GUESTHOUSE Apúlia- Suite Deluxe com Vista Mar,189679415,Carlos,PÓVOA DE VARZIM,Estela,41.48667,-8.7797,Private room,110,1,0,,,5,310,0,70715/AL
43163611,Beachliving Cabana,249868544,Valter,ESPINHO,Paramos,40.95215,-8.64943,Entire home/apt,184,2,18,2022-05-20,0.75,2,289,7,109021/AL
43857318,Solar Egas Moniz 8 Suites,6855092,Iva,PAREDES,Cete,41.16708,-8.34257,Entire home/apt,960,2,0,,,7,262,0,4288
22857271,Apartamento com piscina-Apúlia Mar,169063892,Ana,PÓVOA DE VARZIM,Estela,41.48476,-8.77609,Entire home/apt,65,7,13,2020-08-16,0.27,1,297,0,3095/2018
43978721,Green caravan,280327419,Aníbal,PAREDES,Paredes,41.19296,-8.30551,Entire home/apt,45,1,0,,,1,365,0,Exempt
36550733,Casa do Avô - Uma casa com amor,274766941,Rui,AROUCA,Canelas e Espiunca,41.02475,-8.19712,Private room,200,2,0,,,1,138,0,8794
49442957,Apartamento Apúlia frente praia Cond. com Piscina,44954780,Nuno,PÓVOA DE VARZIM,Estela,41.48358,-8.77636,Entire home/apt,65,4,15,2022-05-28,1.22,1,293,14,12345/AL
44045212,Apúlia Refugio à beira mar,353073741,Anabela,PÓVOA DE VARZIM,Estela,41.47749,-8.77027,Entire home/apt,125,2,20,2022-05-29,0.89,1,304,13,111337/AL
43531836,Modern 3 Bedroom suite w/ pool & ocean views,1010166,Lucy,PÓVOA DE VARZIM,Estela,41.48725,-8.78178,Entire home/apt,100,7,2,2021-08-30,0.09,1,309,1,43267/AL
21729154,"Beautiful 2 bedroom apartment, front of the beach",32715646,Rui,PÓVOA DE VARZIM,Estela,41.48266,-8.77752,Entire home/apt,110,6,5,2020-09-19,0.14,1,55,0,
6805094,Azenha da Lagoa Negra,35623515,Chantal,PÓVOA DE VARZIM,Laundos,41.46207,-8.72585,Entire home/apt,129,2,15,2022-05-22,1.22,3,267,14,61997/AL
223131,A House With Soul - North of Portugal - Penafiel,1154250,Lucia,PAREDES,Sobreira,41.13799,-8.35208,Entire home/apt,239,4,33,2021-08-21,0.28,1,301,3,14137/AL
21139782,T2  em Paços de Ferreira a 20 minutos do Porto,152510753,Luis,PAREDES,Vilela,41.27784,-8.37441,Entire home/apt,55,2,7,2021-11-21,0.14,1,275,1,57410/AL
50716744,"Mystay - Apartment with pool and tennis, Esposende",104779539,MyStay,PÓVOA DE VARZIM,Estela,41.48351,-8.77433,Entire home/apt,80,1,0,,,8,0,0,24652/AL
38064279,"Casa do Lamaçal, Guimarães",288848080,Angela,SANTO TIRSO,Aves,41.39515,-8.37982,Entire home/apt,149,3,1,2019-09-04,0.03,1,365,0,Exempt
15430198,Piso em moradia familiar /Full Floor Family House,98916637,Albino,SANTO TIRSO,Aves,41.36668,-8.39196,Entire home/apt,44,2,124,2022-06-06,1.98,1,59,16,
49807870,Moinho de Paradela,35623515,Chantal,PÓVOA DE VARZIM,Rates,41.45962,-8.69152,Entire home/apt,120,2,10,2022-05-08,0.86,3,292,10,53761/AL
22679906,Azenha da Lagoa Negra,1659960,Daniel,PÓVOA DE VARZIM,Estela,41.4639,-8.72812,Entire home/apt,94,7,3,2020-08-01,0.06,3,160,0,37656/AL
47126961,Palacio das Camelias,376532461,Raquel,SANTO TIRSO,Vila Nova do Campo,41.31893,-8.34473,Entire home/apt,600,2,2,2021-08-21,0.20,1,296,2,4388103/AL
41099353,Buganvília House,319249587,Joana,SANTO TIRSO,Vilarinho,41.3759,-8.31061,Entire home/apt,250,2,6,2021-08-09,0.20,1,303,3,106001/AL
34116682,Solar Douro Miragaia - Suite Canela,243424688,Sílvia,AROUCA,Canelas e Espiunca,41.03554,-8.221,Private room,99,1,2,2019-06-26,0.05,1,365,0,Exempt
101608,Country House near Guimarães,532182,Luis,SANTO TIRSO,Vila Nova do Campo,41.37946,-8.36191,Entire home/apt,70,3,93,2022-04-25,0.81,1,303,8,62497/AL
23083127,Casa da gina T3 étage,67443187,Virginie,PÓVOA DE VARZIM,Estela,41.4864,-8.7715,Entire home/apt,58,5,18,2022-05-18,0.38,1,302,5,44137/AL
11300915,Esmoriz Beach House,59050198,Sandro,ESPINHO,Paramos,40.95413,-8.64432,Entire home/apt,140,2,43,2022-04-17,0.60,1,265,5,85569/AL
50339573,Woof & Sun,284953711,Américo,ESPINHO,Paramos,40.95952,-8.64485,Entire home/apt,307,2,7,2021-08-25,0.60,1,281,7,114719/AL
50065142,STAFFHOUSE ISIS 100M FROM THE BEACH IN ESMORIZ,403823994,Pierrette,ESPINHO,Paramos,40.949036,-8.656074,Entire home/apt,90,2,4,2022-05-16,0.36,1,293,4,Exempt
52786661,Esmoritz Holiday Duplex Apartment,159157960,Kokia,ESPINHO,Paramos,40.95524,-8.65294,Entire home/apt,75,3,0,,,2,74,0,Exempt
28154747,Casa dos Castanheiros A - Luxury Apartment,212660228,Cecília,ESPINHO,Paramos,40.95818,-8.62586,Entire home/apt,90,2,7,2021-08-23,0.19,3,362,3,77803/AL
17677402,Gandhi Fellows Terrace,120366592,Alice,PÓVOA DE VARZIM,Balazar,41.4174,-8.60287,Entire home/apt,75,5,8,2022-04-26,0.15,1,129,2,480243
12828139,Pequena Casa rústica com piscina,69972292,Sandra E Carlos,PAREDES,Paredes,41.19383,-8.31995,Entire home/apt,130,2,0,,,1,297,0,
32300207,Courel Country House,79343819,António,PÓVOA DE VARZIM,Rates,41.45621,-8.64983,Entire home/apt,300,5,17,2022-06-07,0.48,1,287,8,113769/AL
18684042,Fisherman House 30 steps from sea,65454069,Manu,PÓVOA DE VARZIM,Estela,41.48605,-8.77971,Entire home/apt,47,1,134,2022-06-09,2.23,2,291,43,
21040690,Casa Nova,65454069,Manu,PÓVOA DE VARZIM,Estela,41.48707,-8.77708,Entire home/apt,41,1,117,2022-06-06,2.16,2,279,34,
41339,Porto city flat near the sea,180050,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,88,2,18,2022-04-30,0.16,1,110,1,29049/AL
55111,Fontielas Houses |Floor1 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17481,-8.35362,Entire home/apt,66,3,14,2019-09-07,0.17,3,70,0,7563/AL
73828,Fontielas Houses |Floor0 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17449,-8.35426,Entire home/apt,66,3,8,2019-07-22,0.09,3,70,0,7563/AL
86388,A Formosa - a nest made for two,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,38,2,171,2022-05-28,1.26,8,165,35,6995/AL
87873,Oporto Apartment Triplex,480980,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,73,3,207,2022-06-06,1.69,3,243,24,634/AL
91439,A Formosa 2 -The red sofa room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,38,2,172,2022-05-27,1.27,8,191,29,6995/AL
94701,Big TERRACE APARTMENT / city center,505473,Gundega & Antonio,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,68,7,285,2020-08-29,2.11,1,344,0,85541/AL
96394,Boat Blue Days,511741,Manuel,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,214,1,9,2022-04-17,0.13,1,363,1,90/2015
100521,casa de praia,528145,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,80,1,0,,,1,365,0,
100661,A Formosa 3 - Little Vintage Nook,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,38,2,94,2022-05-22,0.71,8,191,23,6995/AL
104045,Aida Duplex Apartment | 5 Bedrooms,541968,Aida,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,180,4,268,2022-05-28,2.02,1,274,8,11205/AL
105347,Minha casinha / My little house,544104,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,55,4,128,2022-06-04,1.17,1,144,9,
108153,Rooms-Piscina-Praia,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,60,2,6,2019-08-29,0.09,3,343,0,10224
113586,1 Bedroom Vintage Apartment 60sqm,577638,César,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,51,4,212,2022-05-27,1.59,1,126,16,5380/AL
122362,Private house in Oporto - Portugal,613350,Olga,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,86,2,70,2022-05-15,0.74,1,13,7,17076/AL
125872,B&B - Luxury Suite with HQ private bath,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,67,2,231,2022-05-29,1.73,6,342,9,Exempt
127208,B & B  Room Yoga Garden's Place,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,27,2,473,2022-05-28,3.66,1,238,19,34971/AL
